Event	ID	Name			Wwise Object Path	Notes
	85412153	Ambience			\Default Work Unit\Ambience	
	1059993718	Shovel_Take			\Default Work Unit\Shovel_Take	
	1831829655	Book_Pages			\Default Work Unit\Book_Pages	
	2012276773	Jump_Trampoline			\Default Work Unit\Jump_Trampoline	
	2043534011	Camera_Zoom_Out			\Default Work Unit\Camera_Zoom_Out	
	2053301760	Shovel_Digging			\Default Work Unit\Shovel_Digging	
	2118900976	UI_Hover			\Default Work Unit\UI_Hover	
	2364952868	Photo_Quest			\Default Work Unit\Photo_Quest	
	2382194672	UI_Play			\Default Work Unit\UI_Play	
	2385628198	Footsteps			\Default Work Unit\Footsteps	
	2766569724	Camera_Zoom_In			\Default Work Unit\Camera_Zoom_In	
	3882419280	Trees			\Default Work Unit\Trees	
	3991942870	Music			\Default Work Unit\Music	
	4068392799	Photo_Random			\Default Work Unit\Photo_Random	

Switch Group	ID	Name			Wwise Object Path	Notes
	4064446173	Surface_Type			\Default Work Unit\Surface_Type	

Switch	ID	Name	Switch Group			Notes
	803837735	Sand	Surface_Type			
	2144363834	Rock	Surface_Type			
	2195636714	Dirt	Surface_Type			
	4248645337	Grass	Surface_Type			

State Group	ID	Name			Wwise Object Path	Notes
	3991942870	Music			\Default Work Unit\Music	

State	ID	Name	State Group			Notes
	89505537	Gameplay	Music			
	748895195	None	Music			
	2607556080	Menu	Music			
	3711779106	Time_Capsule	Music			

Custom State	ID	Name	State Group	Owner		Notes
	496033121	Gameplay	Music	\Interactive Music Hierarchy\Default Work Unit\Music Switch\Menu		
	836524603	Menu	Music	\Interactive Music Hierarchy\Default Work Unit\Music Switch\Gameplay		

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	891404583	SFX_Trampoline_Jump_04	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Trampoline Jumps\SFX_Trampoline_Jump_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactions\Trampoline Jump\SFX_Trampoline_Jump_04		128064
	920578064	SFX_Trampoline_Jump_08	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Trampoline Jumps\SFX_Trampoline_Jump_08_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactions\Trampoline Jump\SFX_Trampoline_Jump_08		136064
	927389751	FLY_Sand_Step_05	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Sand_Steps\FLY_Sand_Step_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Sand_Steps\FLY_Sand_Step_05		44064
	939912382	FLY_Grass_Step_011	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Grass_Steps\FLY_Grass_Step_011_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Grass_Steps\FLY_Grass_Step_011		48988
	973239422	FLY_Rock_Step_012	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Rock_Steps\FLY_Rock_Step_012_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Rock_Steps\FLY_Rock_Step_012		30456
	978151321	FLY_Rock_Step_011	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Rock_Steps\FLY_Rock_Step_011_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Rock_Steps\FLY_Rock_Step_011		33408
	986052881	UI_New_Game_00	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\UI\UI_New_Game_00_F60D6F48.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI_New_Game_00		239808
	986489408	SFX_Shovel_Take_02	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Shovel\SFX_Shovel_Take_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactions\Shovel_Take\SFX_Shovel_Take_02		77240
	996016406	FLY_Grass_Step_010	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Grass_Steps\FLY_Grass_Step_010_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Grass_Steps\FLY_Grass_Step_010		51808
	1017138279	FLY_Gravel_Step_06	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Dirt_Steps\FLY_Gravel_Step_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Dirt_Steps\FLY_Gravel_Step_06		86556

